"";"RSAL";"RGALLER";"REARING_NUMBER";"LEG";"N_GALLS";"N_CLEAN GALLS";"N_REAL GALLS";"PARASITISED_GALLS";"UNPARASITISED_GALLS";"TOTAL_PARASITISM RATE"
"1318";"Sal5";"Ohasta";"198226A-V1Ohasta";"07.07.82";53;4;49;1;48;0,020408163
"1319";"Sal3";"Onigri";"198227P-ZOnigri";"07.07.82";14;0;14;2;12;0,142857143
"1320";"Sal3";"Ovaria";"198229A-V1Ovaria";"08.07.82";62;0;62;0;62;0
"1321";"Sal2";"Obridg";"198230A-31VObridg";"08.07.82";85;0;85;5;80;0,058823529
"1322";"Sal8";"Onival";"198231U-V1Onival";"09.07.82";36;0;36;0;36;0
"1323";"Sal10";"Ovesic";"198234A-35V1Ovesic";"20.07.82";157;0;157;106;51;0,675159236
"1324";"Sal10";"Ovimin";"198236A-V1Ovimin";"20.07.82";49;0;49;33;16;0,673469388
"1325";"Sal11";"Oproxi";"198237A-V1Oproxi";"20.07.82";55;13;42;38;4;0,904761905
"1326";"Sal3";"Ovaria";"198238A-39V1Ovaria";"01.08.82";163;0;163;16;147;0,098159509
"1327";"Sal3";"Onigri";"198240A-V1Onigri";"01.08.82";85;0;85;32;53;0,376470588
"1328";"Sal10";"Ovesic";"198241A-V1Ovesic";"01.08.82";53;0;53;3;50;0,056603774
"1329";"Sal4";"Oobscu";"198242A-H1Oobscu";"01.08.82";38;10;28;21;7;0,75
"1330";"Sal3";"Ovaria";"198243A-V1Ovaria";"01.08.82";97;0;97;8;89;0,082474227
"1331";"Sal4";"Ofoeti";"198244A1-V1Ofoeti";"02.08.82";21;0;21;0;21;0
"1332";"Sal3";"Onigri";"198244A-ZOnigri";"02.08.82";42;0;42;9;33;0,214285714
"1333";"Sal10";"Ovesic";"198245A-V1Ovesic";"01.08.82";44;0;44;3;41;0,068181818
"1334";"Sal2";"Obridg";"198246A-LObridg";"02.08.82";12;4;8;2;6;0,25
"1335";"Sal2";"Obridg";"198246M-47V1Obridg";"02.08.82";204;15;189;3;186;0,015873016
"1336";"Sal24";"Oretus";"198248A-49E1Oretus";"04.08.82";79;13;66;5;61;0,075757576
"1337";"Sal2";"Obridg";"198250A-D1Obridg";"05.08.82";59;12;47;0;47;0
"1338";"Sal10";"Ovimin";"198251A-MOvimin";"11.08.82";9;0;9;7;2;0,777777778
"1339";"Sal10";"Ovimin";"198251L1-V1Ovimin";"11.08.82";16;2;14;7;7;0,5
"1340";"Sal10";"Ovimin";"198251N-K1Ovimin";"11.08.82";25;3;22;17;5;0,772727273
"1341";"Sal11";"Oproxi";"198252A-V1Oproxi";"11.08.82";77;2;75;69;6;0,92
"1342";"Sal10";"Ovesic";"198253A-V1Ovesic";"11.08.82";88;13;75;42;33;0,56
"1343";"Sal11";"Oproxi";"198254A-55V1Oproxi";"24.08.82";136;14;122;95;27;0,778688525
"1344";"Sal4";"Ofoeti";"198256A1-V1Ofoeti";"29.08.82";36;5;31;3;28;0,096774194
"1345";"Sal4";"Oobscu";"198256A-WOobscu";"29.08.82";23;0;23;4;19;0,173913043
"1346";"Sal3";"Ovaria";"198257A-58V1Ovaria";"29.08.82";132;5;127;17;110;0,133858268
"1347";"Sal24";"Oretus";"198259A-61V1Oretus";"29.08.82";149;17;132;12;120;0,090909091
"1348";"Sal10";"Ovesic";"198262A-63V1Ovesic";"29.08.82";119;20;99;1;98;0,01010101
"1349";"Sal23";"Oretic";"198264A1-F1Oretic";"29.08.82";6;0;6;0;6;0
"1350";"Sal10";"Ovimin";"198264A-ROvimin";"29.08.82";18;5;13;5;8;0,384615385
"1351";"Sal7";"Omacul";"198265A1-J1Omacul";"31.08.82";10;0;10;1;9;0,1
"1352";"Sal5";"Ohasta";"198265A-ZOhasta";"31.08.82";26;3;23;10;13;0,434782609
"1353";"Sal8";"Onival";"198266A-ZOnival";"31.08.82";43;0;43;0;43;0
"1354";"Sal4";"Ofoeti";"198267A-V1Ofoeti";"01.09.82";96;1;95;11;84;0,115789474
"1355";"Sal4";"Omonti";"198268A-V1Omonti";"01.09.82";65;5;60;5;55;0,083333333
"1356";"Sal1";"Eelaea";"198269A-70V1Eelaea";"29.08.82";96;0;96;0;96;0
"1357";"Sal4";"Oobscu";"198271A1-V1Oobscu";"01.09.82";47;9;38;9;29;0,236842105
"1358";"Sal4";"Omonti";"198271A-ZOmonti";"01.09.82";52;5;47;3;44;0,063829787
"1359";"Sal10";"Ovimin";"198272A-73V1Ovimin";"14.09.82";107;1;106;58;48;0,547169811
"1360";"Sal12";"Oproxi";"198274A-75V1Oproxi";"14.09.82";372;96;276;88;188;0,31884058
"1361";"Sal12";"Oproxi";"198276A-V1Oproxi";"14.09.82";200;64;136;50;86;0,367647059
"1362";"Sal12";"Oproxi";"198277A-V1Oproxi";"14.09.82";187;61;126;31;95;0,246031746
"1363";"Sal9";"Obridg";"198278A-J1Obridg";"21.09.82";55;23;32;15;17;0,46875
"1364";"Sal11";"Oproxi";"198278K1-79Oproxi";"21.09.82";134;49;85;55;30;0,647058824
"1365";"Sal10";"Oviril";"198301A-4V1Oviril";"17.05.83";185;0;185;9;176;0,048648649
"1366";"Sal9";"Opedun";"198305A-V1Opedun";"15.06.83";68;6;62;30;32;0,483870968
"1367";"Sal9";"Opedun";"198306A-7V1Opedun";"14.06.83";103;9;94;30;64;0,319148936
"1368";"Sal9";"Obridg";"198308A-V1Obridg";"15.06.83";36;3;33;26;7;0,787878788
"1369";"Sal10";"Ovimin";"198309A-M1Ovimin";"21.06.83";39;0;39;12;27;0,307692308
"1370";"Sal18";"Obridg";"198310A-V1Obridg";"21.06.83";47;7;40;19;21;0,475
"1371";"Sal9";"Opedun";"198311A-V1Opedun";"21.06.83";50;5;45;9;36;0,2
"1372";"Sal10";"Ovesic";"198312A-13V1Ovesic";"21.06.83";134;2;132;22;110;0,166666667
"1373";"Sal12";"Oproxi";"198314A-16V1Oproxi";"22.06.83";197;12;185;97;88;0,524324324
"1374";"Sal12";"Oproxi";"198317A-18V1Oproxi";"22.06.83";149;14;135;112;23;0,82962963
"1375";"Sal12";"Oproxi";"198319A-20V1Oproxi";"22.06.83";228;42;186;148;38;0,795698925
"1376";"Sal26";"Otrian";"198321A-V1Otrian";"22.06.83";54;5;49;34;15;0,693877551
"1377";"Sal12";"Oproxi";"198322A-25V1Oproxi";"22.06.83";280;64;216;43;173;0,199074074
"1378";"Sal18";"Ogalla";"198326A-27VOgalla";"22.06.83";67;3;64;2;62;0,03125
"1379";"Sal10";"Ovimin";"198327Y-V1Ovimin";"22.06.83";25;0;25;7;18;0,28
"1380";"Sal7";"Ohelve";"198328A-30V1Ohelve";"28.06.83";213;17;196;8;188;0,040816327
"1381";"Sal3";"Onigri";"198331A-32I1Onigri";"04.07.83";129;40;89;8;81;0,08988764
"1382";"Sal3";"Onigri";"198333A-35V1Onigri";"06.07.83";243;46;197;41;156;0,208121827
"1383";"Sal3";"Onigri";"198336A-V1Onigri";"06.07.83";93;22;71;16;55;0,225352113
"1384";"Sal6";"Oadaph";"198338A-V1Oadaph";"21.08.83";56;2;54;19;35;0,351851852
"1385";"Sal3";"Ovaria";"198339A-V1Ovaria";"21.08.83";96;1;95;54;41;0,568421053
"1386";"Sal23";"Oretic";"198340A-41V1Oretic";"16.08.83";72;10;62;48;14;0,774193548
"1387";"Sal7";"Omacul";"198342A-43V1Omacul";"17.08.83";101;1;100;15;85;0,15
"1388";"Sal8";"Onival";"198344A-V1Onival";"17.08.83";48;6;42;2;40;0,047619048
"1389";"Sal5";"Ohasta";"198345A-V1Ohasta";"17.08.83";40;5;35;9;26;0,257142857
"1390";"Sal5";"Ohasta";"198346A-47V1Ohasta";"18.08.83";192;30;162;25;137;0,154320988
"1391";"Sal3";"Ovaria";"198348A-V1Ovaria";"18.08.83";96;4;92;18;74;0,195652174
"1392";"Sal10";"Ovesic";"198349A-50V1Ovesic";"22.08.83";194;39;155;56;99;0,361290323
"1393";"Sal4";"Omonti";"198351A1-L1Omonti";"22.08.83";12;0;12;5;7;0,416666667
"1394";"Sal4";"Ofoeti";"198351A-ZOfoeti";"22.08.83";52;0;52;15;37;0,288461538
"1395";"Sal10";"Ovimin";"198351M1-V1Ovimin";"22.08.83";30;0;30;6;24;0,2
"1396";"Sal4";"Oobscu";"198352A-V1Oobscu";"22.08.83";98;25;73;45;28;0,616438356
"1397";"Sal4";"Ofoeti";"198353A-V1Ofoeti";"23.08.83";96;3;93;27;66;0,290322581
"1398";"Sal3";"Ovaria";"198354A-V1Ovaria";"23.08.83";96;3;93;72;21;0,774193548
"1399";"Sal24";"Oretus";"198355A-57V1Oretus";"23.08.83";278;3;275;52;223;0,189090909
"1400";"Sal4";"Omonti";"198358A-V1Omonti";"23.08.83";24;0;24;0;24;0
"1401";"Sal10";"Ovesic";"198359A-K1Ovesic";"06.09.83";45;3;42;17;25;0,404761905
"1402";"Sal10";"Ovimin";"198360A-XOvimin";"06.09.83";40;2;38;29;9;0,763157895
"1403";"Sal9";"Obridg";"198360Y-T1Obridg";"06.09.83";40;6;34;29;5;0,852941176
"1404";"Sal26";"Otrian";"198361A-MOtrian";"07.09.83";27;7;20;7;13;0,35
"1405";"Sal11";"Oproxi";"198361O-V1Oproxi";"06.09.83";69;5;64;59;5;0,921875
"1406";"Sal12";"Oproxi";"198362A-V1Oproxi";"07.09.83";103;1;102;95;7;0,931372549
"1407";"Sal12";"Oproxi";"198363A-V1Oproxi";"07.09.83";74;17;57;26;31;0,456140351
"1408";"Sal12";"Oproxi";"198364A-V1Oproxi";"07.09.83";99;11;88;13;75;0,147727273
"1409";"Sal12";"Oproxi";"198365A-68V1Oproxi";"07.09.83";400;89;311;79;232;0,254019293
"1410";"Sal3";"Ovaria";"198369A-71V1Ovaria";"04.10.83";299;0;299;49;250;0,163879599
"1411";"Sal10";"Oviril";"198401A-4V1Oviril";"05.07.84";259;0;259;2;257;0,007722008
"1412";"Sal7";"Ohelve";"198405A-V1Ohelve";"07.07.84";69;5;64;0;64;0
"1413";"Sal9";"Opedun";"198406A-I1Opedun";"12.07.84";38;1;37;16;21;0,432432432
"1414";"Sal9";"Opedun";"198406J1-7LOpedun";"12.07.84";41;1;40;5;35;0,125
"1415";"Sal9";"Obridg";"198407R-ZObridg";"12.07.84";17;1;16;0;16;0
"1416";"Sal18";"Ogalla";"198408A-I1Ogalla";"19.07.84";35;0;35;7;28;0,2
"1417";"Sal18";"Obridg";"198409A-J1Obridg";"19.07.84";62;1;61;47;14;0,770491803
"1418";"Sal18";"Obridg";"198409K1-Q1Obridg";"18.07.84";14;2;12;5;7;0,416666667
"1419";"Sal31";"Hangli";"198412A-JHangli";"24.07.84";10;0;10;1;9;0,1
"1420";"Sal18";"Ogalla";"198414S-G1Ogalla";"25.07.84";15;0;15;4;11;0,266666667
"1421";"Sal10";"Ovesic";"198415A-19ZOvesic";"11.08.84";474;7;467;174;293;0,372591006
"1422";"Sal10";"Ovimin";"198419A1-V1Ovimin";"11.08.84";41;0;41;9;32;0,219512195
"1423";"Sal6";"Oadaph";"198420A-21ZOadaph";"11.08.84";175;3;172;95;77;0,552325581
"1424";"Sal5";"Ohasta";"198421A1-22ZOhasta";"11.08.84";109;0;109;72;37;0,660550459
"1425";"Sal26";"Otrian";"198422A1-V1Otrian";"11.08.84";55;21;34;0;34;0
"1426";"Sal6";"Oadaph";"198423A-V1Oadaph";"11.08.84";108;3;105;67;38;0,638095238
"1427";"Sal7";"Ohelve";"198424A-25V1Ohelve";"12.08.84";198;34;164;14;150;0,085365854
"1428";"Sal7";"Ohelve";"198426A-V1Ohelve";"12.08.84";64;17;47;2;45;0,042553191
"1429";"Sal7";"Omacul";"198427A-29JOmacul";"12.08.84";211;9;202;41;161;0,202970297
"1430";"Sal10";"Ovimin";"198429A1-V1Ovimin";"13.08.84";60;0;60;3;57;0,05
"1431";"Sal7";"Ohelve";"198429L-SOhelve";"12.08.84";14;0;14;0;14;0
"1432";"Sal1";"Okriec";"198430A-M1Okriec";"13.08.84";78;35;43;10;33;0,23255814
"1433";"Sal3";"Ovaria";"198431A-SOvaria";"13.08.84";57;0;57;37;20;0,649122807
"1434";"Sal3";"Ovaria";"198432A-33V1Ovaria";"13.08.84";293;0;293;20;273;0,068259386
"1435";"Sal7";"Omacul";"198434A-Q1Omacul";"14.08.84";80;9;71;11;60;0,154929577
"1436";"Sal5";"Ohasta";"198435A-V1Ohasta";"14.08.84";98;0;98;32;66;0,326530612
"1437";"Sal3";"Ovaria";"198436A-G1Ovaria";"14.08.84";67;1;66;13;53;0,196969697
"1438";"Sal22";"Obrevi";"198436I1-37WObrevi";"14.08.84";64;0;64;7;57;0,109375
"1439";"Sal10";"Oviril";"198437A1-L1Oviril";"14.08.84";24;2;22;18;4;0,818181818
"1440";"Sal10";"Ovimin";"198437M1-V1Ovimin";"14.08.84";43;0;43;12;31;0,279069767
"1441";"Sal6";"Oadaph";"198439A-40OOadaph";"15.08.84";191;8;183;106;77;0,579234973
"1442";"Sal24";"Oretus";"198440Q-41ZOretus";"15.08.84";196;0;196;63;133;0,321428571
"1443";"Sal5";"Ohasta";"198441A1-42L1Ohasta";"15.08.84";120;2;118;73;45;0,618644068
"1444";"Sal7";"Omacul";"198442N1-V1Omacul";"15.08.84";27;5;22;13;9;0,590909091
"1445";"Sal5";"Ohasta";"198443A-44SOhasta";"15.08.84";218;0;218;73;145;0,334862385
"1446";"Sal10";"Ovimin";"198445A1-D1Ovimin";"15.08.84";12;0;12;8;4;0,666666667
"1447";"Sal4";"Ofoeti";"198445F1-V1Ofoeti";"15.08.84";51;3;48;32;16;0,666666667
"1448";"Sal4";"Ofoeti";"198446A1-47N1Ofoeti";"16.08.84";186;0;186;104;82;0,559139785
"1449";"Sal3";"Ovaria";"198446A-YOvaria";"16.08.84";76;0;76;39;37;0,513157895
"1450";"Sal4";"Oobscu";"198448A-49J1Oobscu";"16.08.84";243;35;208;36;172;0,173076923
"1451";"Sal7";"Omacul";"198449L1-P1Omacul";"16.08.84";10;0;10;7;3;0,7
"1452";"Sal7";"Omacul";"198450A-V1Omacul";"17.08.84";123;2;121;24;97;0,198347107
"1453";"Sal8";"Onival";"198451A-LOnival";"17.08.84";23;0;23;5;18;0,217391304
"1454";"Sal5";"Ohasta";"198451N-UOhasta";"17.08.84";16;0;16;0;16;0
"1455";"Sal22";"Obrevi";"198452A-V1Obrevi";"18.08.84";97;0;97;8;89;0,082474227
"1456";"Sal3";"Ovaria";"198453A-V1Ovaria";"18.08.84";132;0;132;5;127;0,037878788
"1457";"Sal5";"Ohasta";"198454A-55V1Ohasta";"18.08.84";292;0;292;27;265;0,092465753
"1458";"Sal8";"Onival";"198457A-B1Onival";"19.08.84";90;0;90;3;87;0,033333333
"1459";"Sal7";"Egemmh";"198458A-U1Egemmh";"19.08.84";125;14;111;63;48;0,567567568
"1460";"Sal24";"Oretus";"198459A-LOretus";"19.08.84";29;0;29;14;15;0,482758621
"1461";"Sal3";"Ovaria";"198460A1-61SOvaria";"22.08.84";127;0;127;55;72;0,433070866
"1462";"Sal6";"Oadaph";"198460A-ZOadaph";"22.08.84";56;0;56;12;44;0,214285714
"1463";"Sal13";"Ocolla";"198462A-63V1Ocolla";"06.08.84";93;9;84;15;69;0,178571429
"1464";"Sal9";"Obridg";"198464A-NObridg";"06.08.84";14;0;14;0;14;0
"1465";"Sal9";"Opedun";"198464Q-A1Opedun";"06.08.84";19;0;19;0;19;0
"1466";"Sal18";"Ogalla";"198465A-XOgalla";"17.09.84";47;0;47;0;47;0
"1467";"Sal3";"Onigri";"198501A-V1Onigri";"09.07.85";97;18;79;12;67;0,151898734
"1468";"Sal16";"Odolic";"198502A-TOdolic";"09.07.85";50;5;45;9;36;0,2
"1469";"Sal16";"Oarcti";"198502Y-V1Oarcti";"09.07.85";36;1;35;3;32;0,085714286
"1470";"Sal3";"Onigri";"198503A-H1Onigri";"10.07.85";67;4;63;42;21;0,666666667
"1471";"Sal3";"Ovaria";"198503I1-V1+4Ovaria";"10.07.85";160;2;158;46;112;0,291139241
"1472";"Sal18";"Obridg";"198505A-V1Obridg";"10.07.85";80;9;71;34;37;0,478873239
"1473";"Sal3";"Onigri";"198506A-V1Onigri";"11.07.85";120;27;93;58;35;0,623655914
"1474";"Sal18";"Obridg";"198507A-V1Obridg";"11.07.85";63;6;57;51;6;0,894736842
"1475";"Sal3";"Ovaria";"198508A-Q1Ovaria";"11.07.85";82;0;82;13;69;0,158536585
"1476";"Sal3";"Onigri";"198508S1-V1Onigri";"11.07.85";8;1;7;4;3;0,571428571
"1477";"Sal3";"Ovaria";"198509A-V1Ovaria";"11.07.85";96;0;96;10;86;0,104166667
"1478";"Sal17";"Oglauc";"198510A-12V1Oglauc";"12.07.85";288;57;231;67;164;0,29004329
"1479";"Sal17";"Onival";"198513A-V1Onival";"12.07.85";96;7;89;10;79;0,112359551
"1480";"Sal27";"Oglabr";"198514A-V1Oglabr";"12.07.85";100;4;96;2;94;0,020833333
"1481";"Sal23";"Oretic";"198515A-V1Oretic";"12.07.85";100;0;100;3;97;0,03
"1482";"Sal17";"Oglauc";"198520A-V1Oglauc";"15.07.85";100;17;83;34;49;0,409638554
"1483";"Sal17";"Onival";"198521A1-22V1Onival";"15.07.85";152;1;151;9;142;0,059602649
"1484";"Sal14";"Olappo";"198523A-V1Olappo";"15.07.85";100;0;100;4;96;0,04
"1485";"Sal14";"Olappo";"198524A-26V1Olappo";"15.07.85";300;4;296;26;270;0,087837838
"1486";"Sal29";"Onorve";"198527A-28Q1Onorve";"18.07.85";200;0;200;3;197;0,015
"1487";"Sal14";"Olappl";"198528R1-V1Olappl";"18.07.85";15;0;15;4;11;0,266666667
"1488";"Sal16";"Oarcti";"198529A-30SOarcti";"23.07.85";132;5;127;31;96;0,244094488
"1489";"Sal45";"Ospset";"198530A1-S1Ospset";"23.07.85";36;3;33;31;2;0,939393939
"1490";"Sal16";"Odolic";"198530T-ZOdolic";"23.07.85";27;10;17;17;0;1
"1491";"Sal18";"Ospset";"198531A-32V1Ospset";"23.07.85";200;22;178;157;21;0,882022472
"1492";"Sal17";"Onival";"198533A1-V1Onival";"23.07.85";76;0;76;21;55;0,276315789
"1493";"Sal29";"Onorve";"198533A-ZOnorve";"23.07.85";68;0;68;14;54;0,205882353
"1494";"Sal16";"Oarcti";"198534A-V1Oarcti";"24.07.85";119;1;118;37;81;0,313559322
"1495";"Sal16";"Oarcti";"198535A1-37Oarcti";"25.07.85";354;4;350;88;262;0,251428571
"1496";"Sal17";"Onival";"198535A-SOnival";"24.07.85";38;0;38;4;34;0,105263158
"1497";"Sal14";"Osamol";"198538A-V1Osamol";"25.07.85";150;0;150;63;87;0,42
"1498";"Sal30";"Omyrti";"198539A1-V1Omyrti";"28.07.85";88;2;86;33;53;0,38372093
"1499";"Sal17";"Onival";"198539A-ZOnival";"25.07.85";80;2;78;19;59;0,243589744
"1500";"Sal30";"Emyrti";"198540A-V1Emyrti";"28.07.85";127;0;127;2;125;0,015748031
"1501";"Sal29";"Onorve";"198541A-QOnorve";"28.07.85";51;0;51;13;38;0,254901961
"1502";"Sal29";"Onorve";"198541H1-V1Onorve";"28.07.85";60;0;60;14;46;0,233333333
"1503";"Sal29";"Onorve";"198541S-F1Onorve";"28.07.85";43;0;43;11;32;0,255813953
"1504";"Sal17";"Onival";"198542A-V1Onival";"28.07.85";150;0;150;31;119;0,206666667
"1505";"Sal3";"Ovaria";"198543A-I1Ovaria";"28.07.85";105;2;103;47;56;0,45631068
"1506";"Sal16";"Oarcti";"198543J1-V1Oarcti";"28.07.85";52;0;52;7;45;0,134615385
"1507";"Sal16";"Oarcti";"198544A-J1Oarcti";"28.07.85";98;0;98;5;93;0,051020408
"1508";"Sal14";"Osamol";"198544K1-V1Osamol";"28.07.85";60;0;60;19;41;0,316666667
"1509";"Sal27";"Oglabr";"198545A-R1Oglabr";"30.07.85";132;2;130;72;58;0,553846154
"1510";"Sal3";"Ovaria";"198546S-P1Ovaria";"31.07.85";73;0;73;47;26;0,643835616
"1511";"Sal30";"Omyrti";"198547A-48V1Omyrti";"31.07.85";298;0;298;206;92;0,691275168
"1512";"Sal15";"Omyrsi";"198549A-J1Omyrsi";"01.08.85";113;0;113;6;107;0,053097345
"1513";"Sal15";"Ospeit";"198549K1-R1Ospeit";"01.08.85";29;18;11;4;7;0,363636364
"1514";"Sal3";"Ovaria";"198550A-H1Ovaria";"02.08.85";101;0;101;41;60;0,405940594
"1515";"Sal14";"Elappo";"198551A-N1Elappo";"07.08.85";65;1;64;1;63;0,015625
"1516";"Sal14";"Elappc";"198551O1-V1Elappc";"07.08.85";10;0;10;6;4;0,6
"1517";"Sal30";"Omyrti";"198552A-V1Omyrti";"07.08.85";117;1;116;84;32;0,724137931
"1518";"Sal29";"Onorve";"198553A-E1Onorve";"11.08.85";93;0;93;66;27;0,709677419
"1519";"Sal29";"Onorve";"198553F1-54V1Onorve";"12.08.85";196;0;196;54;142;0,275510204
"1520";"Sal14";"Olappo";"198555A-56ROlappo";"14.08.85";198;0;198;113;85;0,570707071
"1521";"Sal28";"Oherba";"198556T-P1Oherba";"14.08.85";69;2;67;5;62;0,074626866
"1522";"Sal5";"Ohasta";"198557A-58ZOhasta";"15.08.85";222;0;222;7;215;0,031531532
"1523";"Sal6";"Oadaph";"198559A-63V1Oadaph";"09.09.85";500;13;487;5;482;0,01026694
"1524";"Sal11";"Oproxi";"198564A-65H1Oproxi";"15.09.85";252;0;252;31;221;0,123015873
"1525";"Sal11";"Oproxi";"198566A-V1Oproxi";"15.09.85";100;0;100;19;81;0,19
"1526";"Sal18";"Ogalla";"198567A-LOgalla";"22.09.85";23;1;22;0;22;0
"1527";"Sal25";"Emucro";"198568A-70JEmucro";"05.10.85";318;0;318;40;278;0,125786164
"1528";"Sal1";"Okriec";"198570A1-71G1Okriec";"06.10.85";165;0;165;148;17;0,896969697
"1529";"Sal25";"Obella";"198570M-ZObella";"05.10.85";48;0;48;35;13;0,729166667
"1530";"Sal18";"Ogalla";"198571K1-V1Ogalla";"06.10.85";25;0;25;23;2;0,92
"1531";"Sal10";"Ovimin";"198572A-JOvimin";"06.10.85";21;0;21;21;0;1
"1532";"Sal10";"Ovesic";"198572M-J1Ovesic";"06.10.85";24;0;24;9;15;0,375
"1533";"Sal6";"Oadaph";"198573A-75Oadaph";"18.11.85";414;23;391;173;218;0,442455243
"1534";"Sal14";"Olappo";"1985SZ24-26AOlappo";"15.07.85";110;0;110;0;110;0
"1535";"Sal14";"Olappo";"1985SZ24-26BOlappo";"15.07.85";100;0;100;0;100;0
"1536";"Sal14";"Olappo";"1985SZ24-26COlappo";"15.07.85";110;0;110;4;106;0,036363636
"1537";"Sal29";"Onorve";"1985SZ27-28Onorve";"16.07.85";110;0;110;0;110;0
"1538";"Sal16";"Oarcti";"1985SZAOarcti";"02.08.85";134;0;134;0;134;0
"1539";"Sal16";"Oarcti";"1985SZBOarcti";"02.08.85";126;0;126;0;126;0
"1540";"Sal5";"Ohasta";"1985SZCOhasta";"05.08.85";200;0;200;1;199;0,005
"1541";"Sal14";"Osamol";"1985SZDOsamol";"06.08.85";160;0;160;1;159;0,00625
"1542";"Sal14";"Osamol";"1985SZEOsamol";"06.08.85";75;0;75;0;75;0
"1543";"Sal5";"Ohasta";"1985SZFOhasta";"06.08.85";80;0;80;0;80;0
"1544";"Sal46";"Ohasta";"1985SZGOhasta";"06.08.85";91;0;91;3;88;0,032967033
"1545";"Sal47";"Osamol";"1985SZHOsamol";"08.08.85";82;0;82;13;69;0,158536585
"1546";"Sal47";"Osamol";"1985SZIOsamol";"08.08.85";146;0;146;2;144;0,01369863
"1547";"Sal10";"Oviril";"198602A-S1Oviril";"10.06.86";131;7;124;40;84;0,322580645
"1548";"Sal10";"Ovesic";"198603A1-V1Ovesic";"10.06.86";71;0;71;32;39;0,450704225
"1549";"Sal10";"Ovimin";"198603A-ZOvimin";"10.06.86";78;0;78;26;52;0,333333333
"1550";"Sal9";"Opedun";"198604A-LOpedun";"10.06.86";38;0;38;33;5;0,868421053
"1551";"Sal9";"Opedun";"198604D1-J1Opedun";"10.06.86";22;0;22;14;8;0,636363636
"1552";"Sal10";"Ovimin";"198604K1-V1Ovimin";"10.06.86";58;0;58;10;48;0,172413793
"1553";"Sal9";"Opedun";"198604N-ROpedun";"10.06.86";15;0;15;11;4;0,733333333
"1554";"Sal9";"Obridg";"198604T-B1Obridg";"10.06.86";28;0;28;14;14;0,5
"1555";"Sal12";"Oproxi";"198605A-6V1Oproxi";"11.06.86";321;8;313;264;49;0,843450479
"1556";"Sal12";"Oproxi";"198607A-8V1Oproxi";"11.06.86";344;16;328;302;26;0,920731707
"1557";"Sal26";"Otrian";"198609A-N1Otrian";"24.06.86";80;7;73;51;22;0,698630137
"1558";"Sal9";"Opedun";"198610A-D1Opedun";"24.06.86";59;0;59;8;51;0,13559322
"1559";"Sal9";"Obridg";"198610F1-V1Obridg";"24.06.86";34;0;34;10;24;0,294117647
"1560";"Sal12";"Oproxi";"198611A-V1Oproxi";"25.06.86";270;4;266;238;28;0,894736842
"1561";"Sal9";"Obridg";"198612A-T1Obridg";"24.06.86";91;0;91;30;61;0,32967033
"1562";"Sal18";"Obridg";"198613A-14RObridg";"24.06.86";132;0;132;89;43;0,674242424
"1563";"Sal18";"Obridg";"198614A1-15G1Obridg";"25.06.86";110;0;110;84;26;0,763636364
"1564";"Sal18";"Ogalla";"198615I1-S1Ogalla";"25.06.86";22;0;22;4;18;0,181818182
"1565";"Sal12";"Oproxi";"198616A-V1Oproxi";"25.06.86";168;9;159;92;67;0,578616352
"1566";"Sal18";"Hleuco";"198617A-V1Hleuco";"01.07.86";26;6;20;2;18;0,1
"1567";"Sal9";"Opedun";"198626A-V1Opedun";"15.07.86";144;0;144;57;87;0,395833333
"1568";"Sal9";"Opedun";"198629A-OOpedun";"15.07.86";46;0;46;32;14;0,695652174
"1569";"Sal6";"Oadaph";"198629G1-V1Oadaph";"15.07.86";60;2;58;21;37;0,362068966
"1570";"Sal9";"Obridg";"198629Q-E1Obridg";"15.07.86";45;6;39;31;8;0,794871795
"1571";"Sal12";"Oproxi";"198630A1-V1Oproxi";"16.07.86";68;2;66;65;1;0,984848485
"1572";"Sal9";"Opedun";"198630A-ZOpedun";"15.07.86";78;0;78;44;34;0,564102564
"1573";"Sal11";"Oproxi";"198632A-V1Oproxi";"16.07.86";192;11;181;127;54;0,701657459
"1574";"Sal10";"Ovimin";"198633A-V1Ovimin";"17.07.86";168;0;168;73;95;0,43452381
"1575";"Sal9";"Opedun";"198634A-F1Opedun";"17.07.86";126;4;122;58;64;0,475409836
"1576";"Sal11";"Oproxi";"200204A1-5GOproxi";"07.10.02";144;3;141;64;77;0,453900709
"1577";"Sal48";"Oaacut";"200204A-ZOaacut";"02.10.02";58;6;52;12;40;0,230769231
"1578";"Sal11";"Oproxi";"200205I-WOproxi";"07.10.02";63;2;61;28;33;0,459016393
"1579";"Sal34";"Eatraa";"200269HEatraa";"04.04.03";7;0;7;0;7;0
"1580";"Sal31";"Hangli";"2002SZ01Hangli";"16.06.02";193;9;184;0;184;0
"1581";"Sal31";"Hangli";"2002SZ02Hangli";"29.06.02";218;17;201;6;195;0,029850746
"1582";"Sal9";"Hleuca";"2002SZ03Hleuca";"29.06.02";81;10;71;8;63;0,112676056
"1583";"Sal10";"Hpolit";"2002SZ04Hpolit";"07.08.02";134;19;115;3;112;0,026086957
"1584";"Sal10";"Hpurpu";"2002SZ05Hpurpu";"07.08.02";9;0;9;0;9;0
"1585";"Sal10";"Hpolit";"2002SZ06Hpolit";"07.08.02";206;63;143;0;143;0
"1586";"Sal2";"Hspira";"2002SZ07Hspira";"07.08.02";48;0;48;4;44;0,083333333
